targetNum,lexStatus,target,prime_cond1,prime_cond2,prime_cond3,prime_cond4,prime_cond5,prime_cond6,prime_cond7,prime_cond8,prime_cond9,prime_cond10,prime_cond11,prime_cond12,prime_cond13,prime_cond14,prime_cond15,prime_cond16,prime_cond17,prime_cond18,prime_cond19,prime_cond20,prime_cond21,prime_cond22,prime_cond23,prime_cond24,prime_cond25,prime_cond26,prime_cond27,prime_cond28
276,1,PRAISE,praise,rpaise,priase,praies,piarse,psaire,prase,prais,prse,rpiaes,isepra,pra,arpesi,ipsrea,pesiar,jraise,proise,praiso,prihse,prnvse,prayise,prakgise,pmwuge,vpraise,praiseg,pravvise,xvbcwd,tombly
277,1,PREACH,preach,rpeach,praech,preahc,paerch,pcearh,prach,preac,prch,rpaehc,achpre,pre,erphca,apcrhe,phcaer,jreach,pseach,preacy,peqach,prdwch,prekach,prewfach,psdmwh,kpreach,preachz,prekkach,gjoszq,bildom
278,1,PRESTO,presto,rpesto,persto,presot,pserto,ptesro,prsto,prest,prto,rpseot,stopre,sto,erpots,sptroe,potser,fresto,preszo,prestj,precso,prkqto,pregsto,prencsto,pnyfco,cpresto,preston,prebbsto,uvnzwk,fingal
279,1,PRINCE,prince,rpince,pirnce,prinec,pnirce,pcinre,prine,princ,prce,rpniec,ncepri,nce,irpecn,npcrei,pecnir,qrince,prinle,princk,prnhce,prxsce,priknce,prihxnce,pvbzje,zprince,princev,priyynce,tljmzk,valums
280,1,PSYCHE,psyche,spyche,pscyhe,psyceh,pcyshe,phycse,psyhe,psych,pshe,spcyeh,chepsy,psy,yspehc,cphsey,pehcys,rsyche,psymhe,psychi,pscthe,psudhe,psyjche,psylnche,pmrlje,npsyche,psychem,psyrrche,jgfqwb,oblina
281,1,PUBLIC,public,upblic,pbulic,publci,plbuic,pibluc,pulic,publi,puic,uplbci,licpub,lic,bupcil,lpiucb,pcilbu,jublic,pumlic,publid,pufbic,pueaic,pubxlic,pubwvlic,pfnyrc,qpublic,publicd,pubfflic,vqahty,soveak
282,1,QUAINT,quaint,uqaint,quiant,quaitn,quniat,qnaiut,qaint,quain,qunt,uqiatn,intqua,int,auqtni,iqnuta,qtniau,euaint,qdaint,quainj,qayint,qujrnt,quahint,quaojint,qwcoxt,jquaint,quaintr,quabbint,zxlfce,phobel
283,1,QUEASY,queasy,uqeasy,qeuasy,queays,qaeusy,qseauy,queay,queas,qusy,uqaeys,asyque,asy,euqysa,aqsuye,qysaeu,bueasy,quiasy,queasm,qexasy,qunfsy,querasy,queokasy,qjbcpy,rqueasy,queasyl,quejjasy,nlcgbv,thipor
284,1,QUENCH,quench,uqench,qunech,quenhc,qneuch,qcenuh,quenh,quenc,quch,uqnehc,nchque,que,euqhcn,nqcuhe,qhcneu,tuench,quexch,quenci,qevnch,qurych,quejnch,quewynch,qspijh,kquench,quenchk,quettnch,oarpzj,piasto
285,1,QUIVER,quiver,uqiver,quvier,quivre,qviuer,qeivur,quier,quive,quer,uqvire,verqui,ver,iuqrev,vqeuri,qreviu,buiver,quivfr,quivel,qinver,qujger,quizver,quixkver,qdstwr,hquiver,quiverb,quittver,tghjxm,sackon
286,1,RABIES,rabies,arbies,rbaies,rabise,ribaes,rebias,rabis,rabie,raes,aribse,iesrab,rab,barsei,ireasb,rseiba,qabies,rmbies,rabiem,rablis,rafnes,rabkies,rabcxies,ryqlxs,nrabies,rabieso,rabtties,lqjmyk,plonch
287,1,RACKET,racket,arcket,rcaket,rackte,raekct,reckat,racet,racke,raet,arkcte,ketrac,rac,cartek,kreatc,rtekca,zacket,raiket,rackei,rcxket,raixet,racqket,racouket,ryhzpt,sracket,racketn,racjjket,gmjsix,dimblo
288,1,RADIUS,radius,ardius,raidus,radisu,ridaus,rudias,radus,radiu,raus,aridsu,iusrad,ius,darsui,iruasd,rsuida,gadius,radjus,radiuv,rdnius,rajfus,radkius,radqfius,rjfnps,xradius,radiusq,radzzius,yjgmxv,mothel
289,1,RAMBLE,ramble,armble,rabmle,rambel,ralbme,rlmbae,rambe,rambl,rale,arbmel,bleram,ble,marelb,brlaem,relbma,vamble,ramjle,rambld,ramcbe,rayule,ramgble,ramqfble,rjsqye,pramble,rambleg,ramssble,qhyvit,ghotic
290,1,RANDOM,random,arndom,rnadom,randmo,rdnaom,rondam,rndom,rando,raom,ardnmo,domran,dom,narmod,droamn,rmodna,tandom,rvndom,randov,radxom,rapvom,ranedom,ranwpdom,rlwsfm,frandom,randomh,ranttdom,bkfsql,sepich
291,1,RANSOM,ransom,arnsom,rasnom,ransmo,raosnm,ronsam,ranom,ranso,raom,arsnmo,somran,som,narmos,sroamn,rmosna,eansom,ransfm,ransoc,raynom,rahgom,ranesom,ranipsom,ryfpkm,bransom,ransomi,ranffsom,pduekh,jilect
292,1,REASON,reason,erason,resaon,reasno,reosan,roasen,reasn,reaso,reon,ersano,sonrea,rea,aernos,sroena,rnosae,peason,reaqon,reasol,rapson,reucon,reatson,reabison,rqfcin,ireason,reasonm,reazzson,kclfbd,blitch
293,1,RECKON,reckon,erckon,rcekon,reckno,reokcn,rocken,rekon,recko,reon,erkcno,konrec,kon,cernok,kroenc,rnokce,deckon,regkon,reckob,rcpkon,reijon,recikon,recjxkon,rtzdwn,ireckon,reckonx,reczzkon,dalbyw,digsta
294,1,RECTUM,rectum,erctum,recutm,rectmu,reutcm,ructem,rectm,rectu,reum,ertcmu,tumrec,rec,cermut,truemc,rmutce,kectum,rzctum,rectuj,rchtum,rejhum,recbtum,recqytum,rjihsm,krectum,rectumq,recvvtum,xkiwpy,jindly
295,1,REGION,region,ergion,reigon,regino,rigeon,rogien,regon,regio,reon,erigno,ionreg,reg,gernoi,iroeng,rnoige,tegion,rezion,regioy,regbin,reaqon,regqion,reghsion,rhfbqn,tregion,regiona,reguuion,jzulds,jactum
296,1,RELISH,relish,erlish,relsih,relihs,rilesh,rslieh,relsh,relis,resh,erilhs,ishrel,rel,lerhsi,irsehl,rhsile,felish,relwsh,relisg,rluish,recfsh,relxish,relcgish,rkpgbh,frelish,relishn,relppish,fapqcu,zoduct
297,1,RESIGN,resign,ersign,rseign,resing,risegn,rgsien,resgn,resig,regn,erisng,ignres,ign,serngi,irgens,rngise,tesign,revign,resigm,rezsgn,refwgn,resaign,resozign,rcyamn,uresign,resignw,resxxign,tuzdmv,jalout
298,1,RESULT,result,ersult,reuslt,resutl,relust,rlsuet,resut,resul,relt,erustl,ultres,res,sertlu,urlets,rtluse,fesult,rpsult,resuly,reuhlt,reydlt,resnult,resgvult,rmjngt,hresult,resulto,resooult,dbkgfi,vianch
299,1,RETINA,retina,ertina,rteina,retian,ritena,rntiea,retia,retin,rena,eritan,inaret,ina,terani,irneat,ranite,letina,reoina,retins,rewtna,reolna,retqina,retydina,rlxwpa,lretina,retinad,retccina,sufmwg,slophy
300,1,REVOLT,revolt,ervolt,reovlt,revotl,rovelt,rlvoet,reolt,revol,relt,erovtl,oltrev,olt,vertlo,orletv,rtlove,xevolt,revoft,revolm,reoplt,rewslt,revaolt,revsaolt,rgwpst,mrevolt,revolti,revssolt,wmbxju,yanius
301,1,ROBUST,robust,orbust,rboust,robuts,rubost,rsbuot,rbust,robus,rost,orubts,ustrob,ust,bortsu,ursotb,rtsubo,qobust,robkst,robusp,rovbst,rohnst,robaust,roblqust,rzjpwt,zrobust,robusth,robwwust,nkemxc,chadew
302,1,ROCKET,rocket,orcket,rocekt,rockte,rkcoet,reckot,rcket,rocke,roet,orkcte,ketroc,ket,cortek,kreotc,rtekco,iocket,rocyet,rockem,romcet,roswet,rocsket,rocliket,rjupst,drocket,rocketp,rocffket,bfumsx,shigma
303,1,RODENT,rodent,ordent,rdoent,rodetn,redont,rndeot,rdent,roden,ront,oredtn,entrod,ent,dortne,ernotd,rtnedo,codent,rsdent,rodenk,rodlet,rocznt,rodyent,rodgbent,rqucwt,xrodent,rodentm,rodccent,mkfpzg,jalicy
304,1,RUSTIC,rustic,urstic,rusitc,rustci,rtsuic,ristuc,rusic,rusti,ruic,urtsci,ticrus,rus,surcit,triucs,rcitsu,wustic,rubtic,rustib,rusxtc,rudbic,rusxtic,rusbftic,rfklxc,lrustic,rusticl,ruslltic,vdmogx,jalemn
305,1,SCREAM,scream,csream,sceram,screma,scaerm,sarecm,screm,screa,scam,cserma,eamscr,scr,rcsmae,esacmr,smaerc,gcream,scregm,screav,sceiam,scnpam,scrfeam,scropeam,siqjvm,uscream,screamh,scriieam,dhnbgy,pubino
306,1,SCRIBE,scribe,csribe,scrbie,scrieb,sircbe,sbrice,scrie,scrib,scbe,csireb,ibescr,ibe,rcsebi,isbcer,sebirc,pcribe,sgribe,scribj,scraie,scnpbe,scryibe,scrhgibe,smwode,jscribe,scribey,scrddibe,kpwvft,mutlay
307,1,SEARCH,search,esarch,serach,searhc,secrah,scareh,serch,searc,sech,esrahc,rchsea,rch,aeshcr,rsceha,shcrae,yearch,seafch,searcp,seatrh,seglch,seamrch,seagurch,szpjbh,osearch,searchq,seallrch,yvzuqb,iglond
308,1,SELDOM,seldom,esldom,sedlom,seldmo,seodlm,soldem,seldm,seldo,seom,esdlmo,domsel,sel,lesmod,dsoeml,smodle,heldom,sendom,seldov,sediom,senxom,selidom,selabdom,skiurm,useldom,seldomh,selhhdom,jzqxap,nabrit
309,1,SENIOR,senior,esnior,senoir,seniro,seoinr,sonier,senir,senio,seor,esinro,iorsen,ior,nesroi,isoern,sroine,yenior,senicr,seniop,sndior,sehzor,senhior,senkyior,skhmyr,tsenior,seniorx,senmmior,zcqgyd,dwatch
310,1,SEPTIC,septic,esptic,setpic,septci,seitpc,siptec,sptic,septi,seic,estpci,ticsep,sep,pescit,tsiecp,scitpe,aeptic,smptic,septir,setlic,seukic,sepdtic,sepgztic,sdjlkc,xseptic,septicj,sepyytic,gvwlku,dynalf
311,1,SERMON,sermon,esrmon,semron,sermno,seomrn,sormen,semon,sermo,seon,esmrno,monser,ser,resnom,msoenr,snomre,permon,seruon,sermoh,serfmn,selaon,seramon,serkumon,sztgcn,csermon,sermonf,serwwmon,datykx,hickly
312,1,SHIELD,shield,hsield,shiled,shiedl,shleid,sliehd,sheld,shiel,shld,hseidl,eldshi,shi,ihsdle,eslhdi,sdleih,phield,shiezd,shielw,shized,shnzld,shipeld,shimceld,srfjud,bshield,shieldn,shinneld,xjboaw,warout
313,1,SHIVER,shiver,hsiver,shievr,shivre,shevir,seivhr,shver,shive,sher,hsvire,vershi,ver,ihsrev,vsehri,srevih,jhiver,shwver,shivej,shvner,shnwer,shifver,shiokver,sgxuar,gshiver,shiveru,shikkver,wxtgzb,zlonty
314,1,SHOWER,shower,hsower,sohwer,showre,shewor,seowhr,shwer,showe,sher,hswore,wersho,sho,ohsrew,wsehro,srewoh,mhower,smower,showea,soywer,shzver,shobwer,shoktwer,sgqbxr,ashower,showerj,shoxxwer,qujmdb,iguand
315,1,SHRINE,shrine,hsrine,shrnie,shrien,shnire,snrihe,shrie,shrin,shne,hsiren,ineshr,shr,rhseni,isnher,senirh,mhrine,shride,shrinf,shimne,shtdne,shrpine,shrwzine,sqkjze,bshrine,shrinea,shrbbine,molfpx,tamblo
316,1,SHRINK,shrink,hsrink,shrnik,shrikn,sirhnk,snrihk,shrik,shrin,shnk,hsirkn,inkshr,shr,rhskni,isnhkr,sknirh,ahrink,strink,shrinp,shgrnk,shgfnk,shrqink,shrelink,spayzk,zshrink,shrinka,shrqqink,uvabmy,doctal
317,1,SHROUD,shroud,hsroud,shruod,shrodu,shuord,surohd,shrod,shrou,shud,hsordu,oudshr,oud,rhsduo,osuhdr,sduorh,zhroud,shrxud,shroun,shrfod,shfkud,shrxoud,shrkboud,sbwlnd,kshroud,shroudl,shraaoud,nfbaqv,tablic
318,1,SICKLE,sickle,isckle,sikcle,sickel,skcile,slckie,sckle,sickl,sile,iskcel,klesic,kle,ciselk,ksliec,selkci,vickle,sibkle,sickla,sikzle,sixtle,sicfkle,sicjxkle,szgfje,msickle,sickleu,sicaakle,vfxmwd,fambon
319,1,SILENT,silent,islent,slient,siletn,selint,snleit,slent,silen,sint,iseltn,entsil,ent,listne,esnitl,stneli,oilent,sizent,silenb,slkent,sigxnt,silment,silcqent,szvbjt,dsilent,silentw,silmment,fzbkoa,foarch
320,1,SILVER,silver,islver,sivler,silvre,sievlr,selvir,silvr,silve,sier,isvlre,versil,sil,lisrev,vseirl,srevli,wilver,silher,silvey,sivxer,sitger,silmver,silcdver,sbtczr,asilver,silverh,silnnver,tjwpxz,magnot
321,1,SIMPLE,simple,ismple,sipmle,simpel,spmile,slmpie,siple,simpl,sile,ispmel,plesim,sim,miselp,psliem,selpmi,uimple,simpwe,simplr,smuple,siatle,simfple,simjdple,suxnoe,asimple,simpleo,simggple,xtochk,gnarch
322,1,SINGLE,single,isngle,sinlge,singel,sgnile,slngie,sngle,singl,sile,isgnel,glesin,gle,niselg,gslien,selgni,hingle,swngle,singlk,sigrle,sibqle,sinbgle,sindkgle,skpzte,tsingle,singled,sinhhgle,xroaqu,brutch
323,1,SKETCH,sketch,ksetch,sktech,skethc,stekch,scetkh,sketh,sketc,skch,kstehc,tchske,tch,ekshct,tsckhe,shctek,qketch,svetch,sketcf,sentch,skjxch,skeitch,skenytch,syfabh,msketch,sketchm,skeggtch,gibnmx,voland
324,1,SLEAZY,sleazy,lseazy,slaezy,sleayz,saelzy,szealy,sleay,sleaz,slzy,lsaeyz,azysle,sle,elsyza,aszlye,syzael,bleazy,slmazy,sleazg,sltezy,slvfzy,slegazy,slewfazy,stkigy,gsleazy,sleazyi,sleccazy,bguiko,uright
325,1,SLEIGH,sleigh,lseigh,slegih,sleihg,slgieh,sgeilh,seigh,sleig,slgh,lsiehg,ighsle,sle,elshgi,isglhe,shgiel,rleigh,sreigh,sleigx,sluegh,slcpgh,slewigh,sleajigh,soxbmh,vsleigh,sleighv,sleffigh,pyvfkc,bruant
326,1,SLIGHT,slight,lsight,slgiht,sligth,slhgit,shiglt,sligt,sligh,slht,lsgith,ghtsli,ght,ilsthg,gshlti,sthgil,wlight,slbght,sligho,slgfht,slczht,slieght,slimqght,sfmobt,fslight,slightj,slixxght,dwqznk,pocade
327,1,SLIVER,sliver,lsiver,slvier,slivre,slevir,seivlr,slier,slive,sler,lsvire,versli,sli,ilsrev,vselri,srevil,tliver,sjiver,slivep,slvker,slkaer,slizver,slixnver,shonur,csliver,slivero,slizzver,fxnomp,chagon
328,1,SLOGAN,slogan,lsogan,sloagn,slogna,slagon,saogln,slgan,sloga,slan,lsgona,ganslo,slo,olsnag,gsalno,snagol,blogan,slohan,slogaq,slvoan,slfpan,slowgan,slozpgan,sjzphn,wslogan,sloganp,sloxxgan,bmqrth,pebrid
329,1,SLOUCH,slouch,lsouch,slocuh,slouhc,slcuoh,scoulh,sloch,slouc,slch,lsuohc,uchslo,uch,olshcu,usclho,shcuol,blouch,slouyh,sloucm,sloquh,slvwch,slobuch,slobquch,sewivh,tslouch,slouchb,slozzuch,nxtqzp,dabrie
330,1,SLUDGE,sludge,lsudge,slugde,sludeg,slgdue,sgudle,sudge,sludg,slge,lsdueg,dgeslu,slu,ulsegd,dsgleu,segdul,nludge,sluige,sludgj,sufdge,slwjge,sluhdge,slujhdge,sbzome,jsludge,sludgeh,sluxxdge,rxkjtb,hybrap
331,1,SMUDGE,smudge,msudge,smugde,smudeg,smgdue,sgudme,smude,smudg,smge,msdueg,dgesmu,dge,umsegd,dsgmeu,segdum,rmudge,smudve,smudgz,smdqge,smofge,smuydge,smubrdge,sxyjhe,asmudge,smudgez,smulldge,oqfrhy,cavolt
332,1,SNATCH,snatch,nsatch,santch,snathc,snctah,scatnh,sntch,snatc,snch,nstahc,tchsna,tch,anshct,tscnha,shctan,dnatch,sratch,snatcu,sntgch,snioch,snabtch,snafptch,skzwxh,psnatch,snatchr,snabbtch,ieqmbu,debryo
333,1,SOCIAL,social,oscial,soical,socila,soaicl,saciol,socal,socia,soal,osicla,ialsoc,soc,coslai,isaolc,slaico,eocial,sovial,socian,scjial,somnal,sochial,socgtial,sqpuel,wsocial,socialv,soceeial,ezjgpr,benght
334,1,SOCKET,socket,oscket,socekt,sockte,soekct,seckot,socet,socke,soet,oskcte,ketsoc,ket,costek,kseotc,stekco,mocket,sgcket,sockeh,sokmet,soqiet,socmket,socwxket,syidut,psocket,socketa,socxxket,jhfgqy,hublid
335,1,SOLEMN,solemn,oslemn,solmen,solenm,someln,smleon,slemn,solem,somn,oselnm,emnsol,emn,losnme,esmonl,snmelo,dolemn,sokemn,solemx,sluemn,sopgmn,solxemn,solvqemn,sxgqin,hsolemn,solemnu,solccemn,aficqw,butify
336,1,SOURCE,source,osurce,soruce,sourec,sruoce,scuroe,surce,sourc,soce,osruec,rcesou,rce,uosecr,rscoeu,secruo,hource,soudce,sourck,sortce,soxace,sounrce,soutwrce,sdzkwe,psource,sourceh,sounnrce,nwfvkm,pamint
337,1,SPHINX,sphinx,pshinx,sphnix,sphixn,sihpnx,snhipx,sphix,sphin,spnx,psihxn,inxsph,sph,hpsxni,isnpxh,sxnihp,cphinx,spqinx,sphing,shbinx,spbunx,sphbinx,sphbyinx,sqedgx,dsphinx,sphinxd,sphllinx,fjazue,jamblo
338,1,SPIDER,spider,psider,spdier,spidre,sdiper,seidpr,spier,spide,sper,psdire,derspi,der,ipsred,dsepri,sredip,ypider,spuder,spideb,spicdr,spnber,spixder,spiqlder,saxqyr,nspider,spiderb,spiqqder,kqxntm,qualth
339,1,SPLINT,splint,pslint,splnit,splitn,silpnt,snlipt,splnt,splin,spnt,psiltn,intspl,int,lpstni,isnptl,stnilp,qplint,spxint,splinc,spiynt,spownt,splfint,splahint,sqdzgt,asplint,splinte,splqqint,gdykrj,vacked
340,1,SPONGE,sponge,psonge,spnoge,sponeg,snopge,sgonpe,spnge,spong,spge,psnoeg,ngespo,spo,opsegn,nsgpeo,segnop,fponge,sponae,spongk,spnhge,spukge,spoznge,spoiange,slbmie,isponge,spongem,spommnge,xkdchq,mictal
341,1,SPRAWL,sprawl,psrawl,sprwal,spralw,sarpwl,swrapl,spral,spraw,spwl,psarlw,awlspr,spr,rpslwa,aswplr,slwarp,mprawl,spdawl,sprawv,srnawl,spqkwl,sprvawl,sprijawl,sxbfjl,isprawl,sprawlx,sprddawl,hciodt,yiench
342,1,SPRING,spring,psring,spirng,sprign,spnirg,snripg,sprng,sprin,spng,psirgn,ingspr,spr,rpsgni,isnpgr,sgnirp,upring,spoing,sprina,spwrng,spbwng,sprting,sprmhing,sxzeyg,vspring,springj,sprlling,qohbuj,tacedo
343,1,SPRINT,sprint,psrint,spirnt,spritn,spnirt,snript,spint,sprin,spnt,psirtn,intspr,int,rpstni,isnptr,stnirp,hprint,serint,sprinw,spernt,spmqnt,sprjint,sprbzint,sjhklt,lsprint,sprintv,sprwwint,mzleqd,equady
344,1,SPROUT,sprout,psrout,srpout,sprotu,spuort,suropt,srout,sprou,sput,psortu,outspr,spr,rpstuo,osuptr,stuorp,kprout,spjout,sprouz,spozut,spfbut,sprbout,sprbqout,snlbyt,lsprout,sproutk,sprvvout,xqadfm,dwance
345,1,SPRUCE,spruce,psruce,srpuce,spruec,surpce,scrupe,sprce,spruc,spce,psurec,ucespr,uce,rpsecu,uscper,securp,gpruce,spruxe,sprucm,srjuce,spjmce,sprouce,sprvouce,slwgbe,hspruce,spruceq,sprvvuce,ahjxnl,tagion
346,1,SQUARE,square,qsuare,squrae,squaer,sqraue,sruaqe,suare,squar,sqre,qsauer,aresqu,squ,uqsera,asrqeu,serauq,hquare,squlre,squarb,sugare,sqwnre,squkare,squioare,sdylce,jsquare,squarek,squwware,bjmovh,bichod
347,1,SQUEAK,squeak,qsueak,suqeak,squeka,seuqak,saueqk,squak,squea,sqak,qseuka,eaksqu,squ,uqskae,esaqku,skaeuq,nqueak,squeck,squeai,sqezak,sqgzak,squoeak,squnjeak,sizhtk,ysqueak,squeakf,squyyeak,zbyxwc,chilor
348,1,SQUEAL,squeal,qsueal,sqeual,squela,seuqal,saueql,squel,squea,sqal,qseula,ealsqu,squ,uqslae,esaqlu,slaeuq,hqueal,sqgeal,squeaj,squfel,sqcxal,squjeal,squixeal,sgbvzl,fsqueal,squealg,squooeal,yjtxvi,fickon
349,1,SQUINT,squint,qsuint,squnit,squitn,sqniut,snuiqt,suint,squin,sqnt,qsiutn,intsqu,squ,uqstni,isnqtu,stniuq,wquint,squgnt,squina,sqbunt,sqoknt,squeint,squvaint,sayjet,vsquint,squintm,squeeint,apvfdj,vaplor
350,1,SQUIRE,squire,qsuire,sqiure,squier,siuqre,sruiqe,suire,squir,sqre,qsiuer,iresqu,squ,uqseri,isrqeu,seriuq,oquire,sfuire,squiry,sulire,sqmjre,squkire,squbdire,stwcfe,zsquire,squireg,squaaire,axgjbc,votach
351,1,SQUIRM,squirm,qsuirm,suqirm,squimr,siuqrm,sruiqm,sqirm,squir,sqrm,qsiumr,irmsqu,irm,uqsmri,isrqmu,smriuq,tquirm,squxrm,squira,sqwurm,sqdwrm,squyirm,squezirm,sjenom,hsquirm,squirmo,squhhirm,gblcnz,gablen
352,1,SQUIRT,squirt,qsuirt,squrit,squitr,siuqrt,sruiqt,squit,squir,sqrt,qsiutr,irtsqu,squ,uqstri,isrqtu,striuq,oquirt,squhrt,squirn,sqiort,sqkfrt,squjirt,squyjirt,soykct,nsquirt,squirtv,squjjirt,jgaxkl,docane
353,1,STABLE,stable,tsable,satble,stabel,stlbae,slabte,stabe,stabl,stle,tsbael,blesta,sta,atselb,bsltea,selbat,ftable,sgable,stablr,stadbe,stwnle,stakble,stafmble,sxhzue,ustable,stablev,stazzble,zhvpqw,michor
354,1,STANCE,stance,tsance,stnace,stanec,stcnae,scante,stnce,stanc,stce,tsnaec,ncesta,nce,atsecn,nsctea,secnat,ytance,stalce,stancd,sagnce,stdice,starnce,staxunce,sflxme,xstance,stanceh,staoonce,vjpdmf,pholid
355,1,STAPLE,staple,tsaple,stalpe,stapel,stlpae,slapte,stape,stapl,stle,tspael,plesta,sta,atselp,psltea,selpat,gtaple,stapie,staplr,savple,stjnle,stample,stacqple,sgzjde,jstaple,staplej,stazzple,nzjdyk,mingry
356,1,STARCH,starch,tsarch,strach,starhc,stcrah,scarth,sarch,starc,stch,tsrahc,rchsta,rch,atshcr,rsctha,shcrat,ftarch,sterch,starcw,staorh,stxjch,stavrch,staqdrch,sefwlh,fstarch,starcho,staggrch,ikdfgq,umpone
357,1,STARVE,starve,tsarve,stavre,starev,sratve,svarte,sarve,starv,stve,tsraev,rvesta,sta,atsevr,rsvtea,sevrat,mtarve,stxrve,starvb,sakrve,stpove,stanrve,staxmrve,solzje,ostarve,starvez,staoorve,bgzopl,ghound
358,1,STENCH,stench,tsench,setnch,stenhc,stcneh,scenth,stnch,stenc,stch,tsnehc,nchste,nch,etshcn,nscthe,shcnet,mtench,stwnch,stencd,stngch,stxjch,stejnch,stexonch,svpwjh,bstench,stencha,steppnch,lubakr,digour
359,1,STIGMA,stigma,tsigma,sitgma,stigam,stmgia,smigta,stgma,stigm,stma,tsgiam,gmasti,sti,itsamg,gsmtai,samgit,jtigma,stigxa,stigmj,stiega,stdbma,stizgma,stixngma,sxewha,rstigma,stigmau,stivvgma,dcpufk,unchop
360,1,STRAIN,strain,tsrain,strian,strani,stiarn,siratn,stran,strai,stin,tsarni,ainstr,ain,rtsnia,asitnr,sniart,vtrain,stjain,straig,srcain,stmoin,struain,strexain,sumvzn,cstrain,strainq,strmmain,ykegcx,veldow
361,1,STRAND,strand,tsrand,srtand,stradn,stnard,snratd,strnd,stran,stnd,tsardn,andstr,str,rtsdna,asntdr,sdnart,xtrand,stoand,strang,strcad,stvynd,strwand,strocand,sqlbod,kstrand,strandz,streeand,hyplfo,biceup
362,1,STREAK,streak,tsreak,srteak,streka,sertak,saretk,strak,strea,stak,tserka,eakstr,eak,rtskae,esatkr,skaert,jtreak,stueak,streay,srueak,stjbak,strqeak,striheak,szjvqk,gstreak,streakj,strwweak,pchlgu,publin
363,1,STREAM,stream,tsream,srteam,strema,sertam,saretm,stram,strea,stam,tserma,eamstr,str,rtsmae,esatmr,smaert,xtream,strlam,streau,stedam,stnbam,stroeam,strhdeam,sjfbim,nstream,streami,striieam,qgdulv,fildon
364,1,STRIFE,strife,tsrife,stirfe,strief,sirtfe,sfrite,srife,strif,stfe,tsiref,ifestr,ife,rtsefi,isfter,sefirt,htrife,stdife,strifm,stihfe,stmgfe,strdife,strnwife,sgjhle,qstrife,strifea,strkkife,qdykau,unchow
365,1,STRIKE,strike,tsrike,srtike,striek,stkire,skrite,strie,strik,stke,tsirek,ikestr,str,rtseki,iskter,sekirt,ztrike,strpke,strikp,stwrke,stwnke,strjike,strpwike,swugne,zstrike,strikeg,strffike,qwlcay,claund
366,1,STRING,string,tsring,srting,strign,sirtng,snritg,strng,strin,stng,tsirgn,ingstr,ing,rtsgni,isntgr,sgnirt,mtring,streng,strina,stiqng,stdvng,strzing,strjming,spuzhg,mstring,stringd,strzzing,akwbfl,vaceup
367,1,STRIVE,strive,tsrive,srtive,striev,stvire,svrite,strve,striv,stve,tsirev,ivestr,ive,rtsevi,isvter,sevirt,xtrive,strine,strivk,stipve,stlyve,strpive,strofive,sbpcye,fstrive,strivex,strggive,cxbhfw,uncomb
368,1,STROKE,stroke,tsroke,srtoke,stroek,stkore,skrote,stroe,strok,stke,tsorek,okestr,oke,rtseko,oskter,sekort,ctroke,stzoke,strokg,stmrke,stibke,strwoke,strxpoke,svxnle,wstroke,strokeb,strbboke,mcnlfu,liband
369,1,STRONG,strong,tsrong,storng,strogn,stnorg,snrotg,strng,stron,stng,tsorgn,ongstr,str,rtsgno,osntgr,sgnort,mtrong,surong,stronv,strvog,stweng,strxong,strcbong,smebqg,xstrong,strongl,strmmong,iqflvx,vaield
370,1,STUDIO,studio,tsudio,stduio,studoi,stiduo,siudto,stdio,studi,stio,tsduoi,diostu,stu,utsoid,dsitou,soidut,etudio,studvo,studic,stuvdo,stbzio,sturdio,stuxydio,szvgwo,ystudio,studiof,stuhhdio,prkylh,valemn
371,1,STUPID,stupid,tsupid,stuipd,stupdi,stipud,siuptd,stpid,stupi,stid,tspudi,pidstu,stu,utsdip,psitdu,sdiput,mtupid,saupid,stupig,sukpid,stvaid,stuopid,stualpid,skgchd,cstupid,stupidh,stueepid,arexcj,rambox
372,1,STURDY,sturdy,tsurdy,sutrdy,sturyd,stdruy,sdurty,surdy,sturd,stdy,tsruyd,rdystu,rdy,utsydr,rsdtyu,sydrut,bturdy,stufdy,sturdk,suwrdy,stbndy,stuxrdy,stunkrdy,scbkny,lsturdy,sturdyq,stueerdy,jpvoxa,filema
373,1,SUBTLE,subtle,usbtle,sbutle,subtel,sultbe,slbtue,sbtle,subtl,sule,ustbel,tlesub,tle,buselt,tslueb,seltbu,wubtle,subtwe,subtli,sbytle,sudzle,subxtle,subnptle,sjkpye,jsubtle,subtleq,subwwtle,hgpwzm,jinamo
374,1,SURVEY,survey,usrvey,surevy,survye,svruey,servuy,srvey,surve,suey,usvrye,veysur,sur,rusyev,vseuyr,syevru,murvey,survly,surveo,sunrey,suloey,suravey,surpzvey,szikcy,isurvey,surveym,surjjvey,wqhlag,tachid
375,1,SWITCH,switch,wsitch,swtich,swithc,stiwch,scitwh,swtch,switc,swch,wstihc,tchswi,swi,iwshct,tscwhi,shctiw,dwitch,smitch,switcz,swijth,swgjch,swiztch,swiyqtch,soqbah,mswitch,switchd,swiddtch,oyerzd,dablex
376,1,SWIVEL,swivel,wsivel,siwvel,swivle,swevil,seivwl,swiel,swive,swel,wsvile,velswi,vel,iwslev,vsewli,sleviw,jwivel,swivrl,swiveo,sirvel,swdbel,swicvel,swiphvel,suoqpl,cswivel,swivela,swiqqvel,dcxtga,hontax
