targetNum,lexStatus,target,prime_cond1,prime_cond2,prime_cond3,prime_cond4,prime_cond5,prime_cond6,prime_cond7,prime_cond8,prime_cond9,prime_cond10,prime_cond11,prime_cond12,prime_cond13,prime_cond14,prime_cond15,prime_cond16,prime_cond17,prime_cond18,prime_cond19,prime_cond20,prime_cond21,prime_cond22,prime_cond23,prime_cond24,prime_cond25,prime_cond26,prime_cond27,prime_cond28
751,0,PATHEL,pathel,apthel,patehl,pathle,phtael,pethal,pahel,pathe,pael,aphtle,helpat,hel,tapleh,hpealt,plehta,iathel,pabhel,pathen,paitel,pabnel,patvhel,patrxhel,pzyfsl,spathel,patheln,patyyhel,stkucn,fobrid
752,0,BATROL,batrol,abtrol,batorl,batrlo,baortl,botral,batrl,batro,baol,abrtlo,rolbat,rol,tablor,rboalt,blorta,zatrol,batrdl,batrov,bamtol,baumol,batnrol,batgvrol,bqywnl,ubatrol,batrolw,batyyrol,butgfd,unimsy
753,0,BOLVIS,bolvis,oblvis,bolivs,bolvsi,bvlois,bilvos,bovis,bolvi,bois,obvlsi,visbol,bol,lobsiv,vbiosl,bsivlo,tolvis,bolcis,bolviu,boglis,boghis,bolfvis,bolrmvis,bmqdzs,rbolvis,bolvisz,bolrrvis,wgftas,caturd
754,0,RENCIS,rencis,erncis,rnecis,rencsi,reicns,rinces,recis,renci,reis,ercnsi,cisren,cis,nersic,criesn,rsicne,gencis,renais,rencid,renfcs,rekdis,renocis,renpucis,rhqoxs,urencis,renciso,renbbcis,nzsmlf,buthal
755,0,VENIOD,veniod,evniod,venoid,venido,vineod,vonied,veiod,venio,veod,evindo,iodven,iod,nevdoi,ivoedn,vdoine,geniod,venihd,venioy,veicod,vewmod,venwiod,venlciod,vmjhbd,gveniod,veniodb,venqqiod,uqdkob,pratch
756,0,PERVIS,pervis,eprvis,pevris,pervsi,pvreis,pirves,prvis,pervi,peis,epvrsi,visper,vis,repsiv,vpiesr,psivre,dervis,perwis,pervim,prdvis,pezkis,perlvis,permjvis,pqzcos,fpervis,pervisy,peryyvis,yimvnz,nobult
757,0,PITROM,pitrom,iptrom,pitorm,pitrmo,piortm,potrim,pitrm,pitro,piom,iprtmo,rompit,rom,tipmor,rpoimt,pmorti,jitrom,pitrsm,pitrob,piktom,piwhom,pitxrom,pitxwrom,pqhsfm,ypitrom,pitromy,pitzzrom,gbholq,sacken
758,0,PHOTIE,photie,hpotie,phtoie,photei,phitoe,piothe,phtie,photi,phie,hptoei,tiepho,pho,ohpeit,tpiheo,peitoh,jhotie,photle,photil,phobte,phvmie,phoftie,phovftie,pcbsxe,rphotie,photieg,phowwtie,jlgwbt,wrancs
759,0,PHRADO,phrado,hprado,prhado,phraod,phdaro,pdraho,phado,phrad,phdo,hparod,adophr,phr,rhpoda,apdhor,podarh,whrado,phralo,phradm,phryao,phxwdo,phrsado,phrekado,pfnxbo,zphrado,phradon,phrzzado,ntlfkj,buscle
760,0,PACKES,packes,apckes,pcakes,packse,pkcaes,peckas,pckes,packe,paes,apkcse,kespac,kes,capsek,kpeasc,psekca,qackes,pazkes,packel,pavces,parnes,paczkes,pacmxkes,pnvbjs,vpackes,packesg,pachhkes,pfdwxs,dimbol
761,0,VIGATE,vigate,ivgate,vigtae,vigaet,vitage,vtgaie,vigte,vigat,vite,ivaget,atevig,vig,giveta,avtieg,vetagi,pigate,vifate,vigatm,vgjate,vipmte,vigkate,vigosate,vyhcme,hvigate,vigateu,viguuate,kfajxw,holumn
762,0,PIATON,piaton,ipaton,piaotn,piatno,piotan,poatin,paton,piato,pion,iptano,tonpia,pia,aipnot,tpoina,pnotai,diaton,pqaton,piatoe,pitzon,picwon,piavton,piazvton,pbjxgn,dpiaton,piatonh,piabbton,ywlqud,bludge
763,0,WEACID,weacid,ewacid,weaicd,weacdi,wcaeid,wiaced,wacid,weaci,weid,ewcadi,cidwea,cid,aewdic,cwieda,wdicae,peacid,webcid,weaciv,weagcd,wetjid,weakcid,weajmcid,wzsgpd,oweacid,weacidp,weallcid,wegjmq,shount
764,0,CLAGRE,clagre,lcagre,clgare,clager,cgalre,cragle,cagre,clagr,clre,lcgaer,grecla,gre,alcerg,gcrlea,cergal,zlagre,cuagre,clagrj,clapge,cljmre,claogre,claxngre,ckdqbe,mclagre,clagred,clauugre,jfbdkx,mostin
765,0,SLIQUE,slique,lsique,slqiue,sliqeu,sqilue,suiqle,slque,sliqu,slue,lsqieu,quesli,que,ilseuq,qsulei,seuqil,blique,slxque,sliqua,slibqe,slwmue,sliwque,slithque,shzbfe,rslique,sliquev,sliffque,rjzpqw,batrom
766,0,PLENAC,plenac,lpenac,pelnac,plenca,pnelac,paenlc,penac,plena,plac,lpneca,nacple,nac,elpcan,npalce,pcanel,ilenac,plehac,plenaf,pernac,pljiac,pleinac,plesqnac,ptwudc,xplenac,plenacw,pleddnac,cqghwb,jumbid
767,0,SOUNGE,sounge,osunge,sougne,souneg,snuoge,sgunoe,soune,soung,soge,osnueg,ngesou,nge,uosegn,nsgoeu,segnuo,counge,sounwe,soungt,soudne,sotlge,souwnge,souxynge,sqhive,lsounge,soungew,souttnge,ypxqmz,tabrix
768,0,DOLICA,dolica,odlica,dolcia,doliac,diloca,dclioa,dlica,dolic,doca,odilac,icadol,ica,lodaci,idcoal,dacilo,jolica,dolisa,dolicn,dolmia,dopsca,dolhica,dolktica,dhemta,fdolica,dolican,dolqqica,jpazqx,brefty
769,0,HOLICA,holica,ohlica,hloica,holiac,hocila,hclioa,hoica,holic,hoca,ohilac,icahol,ica,lohaci,ihcoal,hacilo,polica,holmca,holicw,hlfica,hovzca,holsica,holqtica,hwutna,kholica,holicas,holkkica,dmvjnl,jesurd
770,0,POLUTH,poluth,opluth,plouth,poluht,puloth,ptluoh,pouth,polut,poth,opulht,uthpol,pol,lophtu,uptohl,phtulo,moluth,polubh,polutx,plcuth,poqnth,polquth,poljauth,pxdjeh,zpoluth,poluths,polkkuth,mtnljb,madifs
771,0,FONVER,fonver,ofnver,fnover,fonvre,foevnr,fenvor,fnver,fonve,foer,ofvnre,verfon,fon,nofrev,vfeorn,frevno,zonver,foqver,fonveu,fovxer,fouxer,fontver,fonjxver,fcqxar,gfonver,fonverh,fonbbver,xmpojq,platum
772,0,WORBAL,worbal,owrbal,wrobal,worbla,woabrl,warbol,wobal,worba,woal,owbrla,balwor,wor,rowlab,bwaolr,wlabro,yorbal,wxrbal,worbau,wobfal,woxyal,worzbal,worftbal,wdpczl,uworbal,worbald,worvvbal,qyzbxf,spench
773,0,JOSTED,josted,ojsted,jsoted,jostde,joetsd,jestod,joted,joste,joed,ojtsde,tedjos,jos,sojdet,tjeods,jdetso,bosted,jpsted,josten,joysed,jobped,josated,joskated,jwqhkd,yjosted,jostedk,josuuted,apgxvq,pangry
774,0,JAUNCE,jaunce,ajunce,juance,jaunec,jnuace,jcunae,junce,jaunc,jace,ajnuec,ncejau,nce,uajecn,njcaeu,jecnua,yaunce,jwunce,jaunck,juynce,japlce,jauknce,jauownce,jowmte,qjaunce,jaunceb,jaubbnce,avhpwz,kildow
775,0,ZONDER,zonder,oznder,znoder,zondre,zoednr,zendor,zondr,zonde,zoer,ozdnre,derzon,zon,nozred,dzeorn,zredno,uonder,zocder,zondef,znyder,zokter,zonkder,zonmtder,zulatr,czonder,zonderg,zonffder,jqpkxz,kismac
776,0,WHAISE,whaise,hwaise,whasie,whaies,whsiae,wsaihe,waise,whais,whse,hwiaes,isewha,wha,ahwesi,iwshea,wesiah,zhaise,whajse,whaiso,whpase,whovse,whabise,whanjise,wtrdve,nwhaise,whaisec,whabbise,ouzmqv,plouck
777,0,PROTCH,protch,rpotch,prtoch,prothc,prctoh,pcotrh,proth,protc,prch,rptohc,tchpro,tch,orphct,tpcrho,phctor,drotch,prowch,protcs,projth,prqech,prostch,pronltch,pvgsih,wprotch,protchk,prowwtch,kwfupy,squale
778,0,DRESTA,dresta,rdesta,dersta,dresat,dserta,dtesra,dreta,drest,drta,rdseat,stadre,sta,erdats,sdtrae,datser,bresta,diesta,drestq,drheta,drlita,dreista,drejzsta,dnmowa,udresta,drestav,dreuusta,uyvxdq,uphing
779,0,ARINDE,arinde,rainde,aridne,arined,ardnie,adinre,aride,arind,arde,ranied,ndeari,nde,iraedn,nadrei,aednir,trinde,arinme,arindg,aiunde,arkude,aripnde,arigqnde,ajcmte,karinde,arindel,arikknde,pvofub,plouct
780,0,PAUCHE,pauche,apuche,pacuhe,pauceh,pcuahe,phucae,pauhe,pauch,pahe,apcueh,chepau,che,uapehc,cphaeu,pehcua,lauche,pauxhe,pauchs,paurce,pazyhe,pauxche,pauqjche,ptxsme,ipauche,pauchex,pauggche,efjgwh,libryo
781,0,PEBRIC,pebric,epbric,perbic,pebrci,peirbc,pibrec,pebrc,pebri,peic,eprbci,ricpeb,peb,bepcir,rpiecb,pcirbe,jebric,petric,pebrix,peryic,peywic,pebvric,pebqfric,pqthgc,wpebric,pebrick,pebooric,zbkwyf,falmos
782,0,GUAIRT,guairt,ugairt,guarit,guaitr,guriat,graiut,guait,guair,gurt,ugiatr,irtgua,gua,augtri,igruta,gtriau,yuairt,gufirt,guairb,gamirt,guhnrt,guazirt,guafmirt,gbqzlt,lguairt,guairtl,guassirt,epszbo,swench
783,0,DUTASY,dutasy,udtasy,dutsay,dutays,datusy,dstauy,dutsy,dutas,dusy,udatys,asydut,dut,tudysa,adsuyt,dysatu,nutasy,dutnsy,dutasg,duarsy,duwzsy,dutgasy,dutbhasy,dpbxvy,ndutasy,dutasyq,dutffasy,pdzbvm,veilor
784,0,RUESCH,ruesch,uresch,reusch,rueshc,rucseh,rcesuh,rusch,ruesc,ruch,ursehc,schrue,sch,eurhcs,srcuhe,rhcseu,muesch,ruedch,ruescn,ruemsh,rutoch,ruetsch,ruejxsch,rjaovh,wruesch,rueschf,ruebbsch,ymqhig,atopid
785,0,QUILEW,quilew,uqilew,quliew,quilwe,qliuew,qeiluw,qilew,quile,quew,uqliwe,lewqui,lew,iuqwel,lqeuwi,qweliu,ouilew,quilvw,quileh,qujiew,qubyew,quiflew,quiamlew,qkvyhw,bquilew,quilewf,quicclew,razlui,roatch
786,0,FABIET,fabiet,afbiet,faibet,fabite,faeibt,febiat,fabit,fabie,faet,afibte,ietfab,iet,baftei,ifeatb,fteiba,dabiet,faxiet,fabien,faihet,falcet,faboiet,fabmziet,fqvpxt,pfabiet,fabietm,fablliet,krmizn,mockup
787,0,ROCKEL,rockel,orckel,rocekl,rockle,roekcl,reckol,rokel,rocke,roel,orkcle,kelroc,kel,corlek,kreolc,rlekco,tockel,rogkel,rockep,roicel,robnel,rocykel,rochtkel,rfiadl,qrockel,rockels,rocvvkel,swmpyx,sading
788,0,PADIFS,padifs,apdifs,paidfs,padisf,pafids,pfdias,pdifs,padif,pafs,apidsf,ifspad,ifs,dapsfi,ipfasd,psfida,vadifs,pjdifs,padifh,pakdfs,paukfs,padnifs,padgwifs,pmhxes,zpadifs,padifsb,padggifs,jvpgay,blenco
789,0,RAMILY,ramily,armily,ramliy,ramiyl,rimaly,rlmiay,rmily,ramil,raly,arimyl,ilyram,ily,maryli,irlaym,rylima,pamily,ramipy,ramilp,rmsily,rabzly,ramnily,ramhfily,rhftky,pramily,ramilyw,ramssily,fgwbhl,socken
790,0,GALDOM,galdom,agldom,galodm,galdmo,gdlaom,goldam,gadom,galdo,gaom,agdlmo,domgal,dom,lagmod,dgoaml,gmodla,raldom,gnldom,galdou,glzdom,gaebom,galndom,galvydom,gvcpum,cgaldom,galdomj,galeedom,bjvlqy,herbis
791,0,RANDOW,randow,arndow,ranodw,randwo,rdnaow,rondaw,ranow,rando,raow,ardnwo,dowran,dow,narwod,droawn,rwodna,tandow,randfw,randoz,radfow,ravpow,rangdow,rantldow,rihjuw,vrandow,randowj,ranyydow,hjlkiv,pilvet
792,0,REPHON,rephon,erphon,rpehon,rephno,reohpn,rophen,rehon,repho,reon,erhpno,honrep,hon,pernoh,hroenp,rnohpe,jephon,rdphon,rephot,rehcon,retwon,repdhon,repichon,rtjqxn,qrephon,rephonb,repqqhon,wjxkpm,fustic
793,0,RELDON,reldon,erldon,redlon,reldno,reodln,rolden,rldon,reldo,reon,erdlno,donrel,rel,lernod,droenl,rnodle,feldon,rcldon,reldov,rludon,rezxon,relkdon,reluidon,rucvxn,areldon,reldonk,relppdon,htyxus,sactum
794,0,SECTIM,sectim,esctim,secitm,sectmi,stceim,sictem,sctim,secti,seim,estcmi,timsec,tim,cesmit,tsiemc,smitce,jectim,slctim,sectin,scjtim,sexwim,secjtim,secuxtim,slrpgm,ksectim,sectimx,seclltim,gtdopk,floung
795,0,REAPON,reapon,erapon,raepon,reapno,rpaeon,roapen,reapn,reapo,reon,erpano,ponrea,rea,aernop,proena,rnopae,jeapon,reapsn,reapou,rajpon,reubon,reampon,reagtpon,rwklyn,creapon,reaponi,reaxxpon,khxtmq,musilt
796,0,DETISH,detish,edtish,dteish,detihs,ditesh,dstieh,detih,detis,desh,ediths,ishdet,ish,tedhsi,idseht,dhsite,petish,detash,detisq,deutsh,demqsh,detcish,detwcish,dzlbmh,adetish,detishu,detccish,izpabh,clango
797,0,DESION,desion,edsion,desoin,desino,deoisn,dosien,deion,desio,deon,edisno,iondes,des,sednoi,idoens,dnoise,zesion,deston,desioz,deipon,depvon,despion,deswbion,dwqhbn,adesion,desiong,desppion,mjyvlw,wratch
798,0,RESAIT,resait,ersait,resiat,resati,reiast,risaet,rsait,resai,reit,erasti,aitres,res,sertia,ariets,rtiase,fesait,resuit,resain,resoat,repkit,resxait,resynait,rgpont,cresait,resaitq,resnnait,tvgpio,coundy
799,0,REWINY,rewiny,erwiny,reiwny,rewiyn,reniwy,rnwiey,rwiny,rewin,reny,eriwyn,inyrew,iny,weryni,irneyw,ryniwe,oewiny,rewkny,rewinx,revwny,recpny,rewainy,rewsciny,rcpqsy,arewiny,rewinyo,rewooiny,rjyabz,loatch
800,0,REJOLS,rejols,erjols,reojls,rejosl,relojs,rljoes,rejls,rejol,rels,erojsl,olsrej,ols,jerslo,orlesj,rsloje,xejols,rejils,rejolb,rewjls,reuals,rejqols,rejxpols,rmfdks,irejols,rejolsc,rejttols,djvwgo,twinch
801,0,ROBULY,robuly,orbuly,rbouly,robuyl,ruboly,rlbuoy,robuy,robul,roly,orubyl,ulyrob,uly,borylu,urloyb,rylubo,pobuly,robumy,robule,robhuy,roqcly,robculy,robhpuly,rfphsy,krobuly,robulyc,robssuly,qohmlj,staice
802,0,ROUPET,roupet,orupet,ruopet,roupte,roeput,reupot,rupet,roupe,roet,orpute,petrou,rou,uortep,preotu,rtepuo,zoupet,roupkt,roupez,ropfet,robfet,rouhpet,rouaqpet,rkgyjt,qroupet,roupety,roullpet,tlcuxy,invald
803,0,ROVEAT,roveat,orveat,roevat,roveta,roaevt,raveot,rovat,rovea,roat,orevta,eatrov,rov,vortae,eraotv,rtaevo,doveat,rovsat,roveak,rovcet,roduat,rovmeat,rovsleat,rymjxt,broveat,roveatl,rovlleat,qyumvw,flidgy
804,0,MUSTIL,mustil,umstil,mutsil,mustli,muitsl,mistul,musil,musti,muil,umtsli,tilmus,til,sumlit,tmiuls,mlitsu,justil,mustxl,mustig,munsil,muebil,musztil,musnftil,mzewcl,ymustil,mustild,muskktil,hxjbow,parken
805,0,FIREAM,fiream,ifream,firaem,firema,fiaerm,fareim,fieam,firea,fiam,iferma,eamfir,eam,rifmae,efaimr,fmaeri,oiream,fkream,fireao,frpeam,fixjam,firueam,firvceam,fopjtm,dfiream,fireamu,firppeam,cxpbns,blouck
806,0,SCRILY,scrily,csrily,srcily,scriyl,scliry,slricy,scrly,scril,scly,csiryl,ilyscr,ily,rcsyli,islcyr,sylirc,fcrily,scjily,scrilz,scifly,scnzly,scrtily,scrxaily,suhoay,tscrily,scrilyb,scrqqily,tjpnqb,tamedo
807,0,SLANCH,slanch,lsanch,slnach,slanhc,snalch,scanlh,slanh,slanc,slch,lsnahc,nchsla,nch,alshcn,nsclha,shcnal,klanch,slapch,slancu,sloach,slfjch,slawnch,slagknch,sxkjvh,islanch,slanchu,slayynch,mtdcub,wiptor
808,0,WELDON,weldon,ewldon,wledon,weldno,wdleon,wolden,weldn,weldo,weon,ewdlno,donwel,wel,lewnod,dwoenl,wnodle,aeldon,welyon,weldoi,welbdn,wezhon,welcdon,welcudon,wpmcfn,gweldon,weldonk,weljjdon,bhnkjv,braicy
809,0,SAGIOR,sagior,asgior,sgaior,sagiro,sigaor,sogiar,saior,sagio,saor,asigro,iorsag,ior,gasroi,isoarg,sroiga,yagior,sagvor,sagiob,saieor,saznor,sageior,sagmqior,sbwjhr,csagior,sagiord,sagbbior,ujlwxo,temply
810,0,FERTIC,fertic,efrtic,fetric,fertci,feitrc,firtec,fertc,ferti,feic,eftrci,ticfer,fer,refcit,tfiecr,fcitre,lertic,fwrtic,fertiq,frztic,feumic,feratic,ferhvtic,fqkunc,mfertic,ferticb,ferhhtic,bempxj,unhold
811,0,YARMON,yarmon,ayrmon,yaromn,yarmno,ymraon,yorman,yrmon,yarmo,yaon,aymrno,monyar,yar,raynom,myoanr,ynomra,warmon,yargon,yarmou,yarkmn,yapgon,yarqmon,yarhdmon,ygdzcn,cyarmon,yarmonq,yarvvmon,fmgekq,guited
812,0,SURELD,sureld,usreld,surled,suredl,sulerd,slreud,sreld,surel,suld,userdl,eldsur,sur,rusdle,esludr,sdleru,iureld,sareld,sureli,surwed,sujqld,surneld,surpbeld,sqhxzd,bsureld,sureldv,surffeld,ulypvq,bypach
813,0,WHIVEX,whivex,hwivex,wihvex,whivxe,wvihex,weivhx,whivx,whive,whex,hwvixe,vexwhi,whi,ihwxev,vwehxi,wxevih,qhivex,wzivex,whiveo,whvsex,whogex,whidvex,whirmvex,wrqayx,mwhivex,whivexp,whiyyvex,kvnaem,jockas
814,0,PHOWEL,phowel,hpowel,phoewl,phowle,phewol,peowhl,phowl,phowe,phel,hpwole,welpho,pho,ohplew,wpehlo,plewoh,qhowel,phzwel,phowei,phwiel,phsnel,phocwel,phovswel,prjxgl,aphowel,phowelg,phovvwel,pqwkgy,victas
815,0,SARIDE,saride,asride,sardie,saried,sadire,sdriae,sride,sarid,sade,asired,idesar,sar,rasedi,isdaer,sedira,karide,saxide,saridw,saorde,sajude,saryide,sarykide,swplce,psaride,sariden,sarccide,xscmgk,touncy
816,0,SPRINE,sprine,psrine,sprnie,sprien,spnire,snripe,sprie,sprin,spne,psiren,inespr,ine,rpseni,isnper,senirp,cprine,swrine,sprinu,srkine,spmxne,spruine,sprhaine,swlyte,osprine,sprinec,sprbbine,xiewjn,quotch
817,0,EAROUD,earoud,aeroud,earuod,earodu,eauord,euroad,earud,earou,eaud,aeordu,oudear,oud,raeduo,oeuadr,eduora,baroud,egroud,earoul,eaohud,easpud,earzoud,earsvoud,eztkvd,vearoud,earoudl,earccoud,ymzktn,sylint
818,0,DICKLY,dickly,idckly,dcikly,dickyl,dkcily,dlckiy,dicly,dickl,dily,idkcyl,klydic,dic,cidylk,kdliyc,dylkci,gickly,dicvly,dicklv,diknly,diszly,diczkly,dicxwkly,djezgy,fdickly,dicklym,dicxxkly,pqmujx,froath
819,0,SADENT,sadent,asdent,sdaent,sadetn,sanedt,sndeat,sadet,saden,sant,asedtn,entsad,ent,dastne,esnatd,stneda,uadent,sadeut,sadenz,sadret,sawlnt,sadvent,sadifent,socjyt,lsadent,sadentu,sadrrent,baktzu,grolic
820,0,JILUER,jiluer,ijluer,jileur,jilure,julier,jeluir,jiuer,jilue,jier,ijulre,uerjil,uer,lijreu,ujeirl,jreuli,niluer,jbluer,jiluec,jinler,jidfer,jiltuer,jilshuer,jvbqtr,mjiluer,jiluerd,jilgguer,whivtb,fashop
821,0,SHAPLE,shaple,hsaple,shpale,shapel,spahle,slaphe,shple,shapl,shle,hspael,plesha,ple,ahselp,pslhea,selpah,whaple,shafle,shaplf,shiale,shfvle,shawple,shaobple,scqufe,yshaple,shapleb,shazzple,hlenwu,tidory
822,0,ZINGLY,zingly,izngly,znigly,zingyl,zgnily,zlngiy,zinly,zingl,zily,izgnyl,glyzin,zin,nizylg,gzliyn,zylgni,ringly,zinjly,zinglp,zidnly,zietly,zinbgly,zinbegly,zutrqy,tzingly,zinglyc,zinddgly,cbfvot,crapse
823,0,PRETCH,pretch,rpetch,pertch,prethc,pterch,pcetrh,prech,pretc,prch,rptehc,tchpre,tch,erphct,tpcrhe,phcter,vretch,preoch,pretcd,prtxch,pryuch,pregtch,preuktch,pxgvsh,lpretch,pretchl,presstch,iajhpm,foluma
824,0,SLEACT,sleact,lseact,slecat,sleatc,slcaet,scealt,sleat,sleac,slct,lsaetc,actsle,sle,elstca,asclte,stcael,yleact,sldact,sleacw,slavct,slihct,slevact,slevxact,sfwygt,psleact,sleactb,sleffact,iqncrk,mobrid
825,0,STEIKH,steikh,tseikh,setikh,steihk,sietkh,skeith,stekh,steik,stkh,tsiehk,ikhste,ikh,etshki,iskthe,shkiet,lteikh,stpikh,steikn,segikh,stdzkh,stejikh,stezxikh,spzqvh,msteikh,steikhu,steppikh,mujneo,robula
826,0,SLIEFT,slieft,lsieft,slifet,slietf,slfeit,sfielt,slift,slief,slft,lseitf,eftsli,sli,ilstfe,esflti,stfeil,olieft,snieft,sliefu,slimet,slqnft,slijeft,slipdeft,swkqmt,jslieft,slieftn,sliaaeft,mgjqyc,rumond
827,0,SHIVEN,shiven,hsiven,shvien,shivne,svihen,seivhn,shven,shive,shen,hsvine,venshi,shi,ihsnev,vsehni,snevih,fhiven,shifen,shiveu,shvden,shlten,shimven,shircven,sjgymn,pshiven,shivenz,shippven,qmkdba,zlowar
828,0,BLOTAN,blotan,lbotan,bloatn,blotna,blaton,baotln,blotn,blota,blan,lbtona,tanblo,blo,olbnat,tbalno,bnatol,vlotan,bqotan,blotai,bloktn,bldwan,bloutan,bloictan,busrhn,eblotan,blotany,blosstan,lqcihs,jervis
829,0,SLOUNT,slount,lsount,slonut,sloutn,slnuot,snoult,slunt,sloun,slnt,lsuotn,untslo,slo,olstnu,usnlto,stnuol,alount,slfunt,slound,sokunt,slycnt,slokunt,slorwunt,sebmjt,kslount,slountx,sloccunt,brpuko,varife
830,0,CLUDIE,cludie,lcudie,culdie,cludei,clidue,ciudle,cudie,cludi,clie,lcduei,dieclu,clu,ulceid,dcileu,ceidul,tludie,cluoie,cludit,clmuie,cltnie,clukdie,clufrdie,chtafe,fcludie,cludief,cluqqdie,xkwzcd,phasto
831,0,PRUDGE,prudge,rpudge,prugde,prudeg,prgdue,pgudre,prdge,prudg,prge,rpdueg,dgepru,dge,urpegd,dpgreu,pegdur,mrudge,prujge,prudgw,prjuge,prsvge,prumdge,pruvfdge,pjiqze,fprudge,prudgea,prukkdge,mbpdnx,sacink
832,0,FIATCH,fiatch,ifatch,fiacth,fiathc,fictah,fcatih,fitch,fiatc,fich,iftahc,tchfia,tch,aifhct,tfciha,fhctai,yiatch,fiateh,fiatcj,fitvch,fijzch,fiagtch,fiasxtch,fpsjgh,jfiatch,fiatchx,fiasstch,gtbdjm,brodle
833,0,JOCKAL,jockal,ojckal,jcokal,jockla,joakcl,jackol,jockl,jocka,joal,ojkcla,kaljoc,joc,cojlak,kjaolc,jlakco,mockal,jdckal,jockav,jocikl,jozmal,jocxkal,jocbekal,jiqgnl,ijockal,jockalb,jocggkal,dtaohb,drenum
834,0,SOCINT,socint,oscint,scoint,socitn,sonict,snciot,soint,socin,sont,osictn,intsoc,soc,costni,isnotc,stnico,qocint,sgcint,socinm,soceit,solfnt,socjint,sockhint,syfjpt,qsocint,socinty,socwwint,axoqmk,bradle
835,0,ROLEMA,rolema,orlema,rolmea,roleam,romela,rmleoa,rlema,rolem,roma,orelam,emarol,ema,lorame,ermoal,ramelo,colema,rulema,rolemk,roehma,roixma,rolpema,roldpema,rpzhda,trolema,roleman,rolzzema,elqmno,squinx
836,0,SOUTCH,soutch,osutch,soucth,southc,stuoch,scutoh,souch,soutc,soch,ostuhc,tchsou,tch,uoshct,tscohu,shctuo,foutch,seutch,soutcy,soluch,sozgch,souitch,soubftch,snxvfh,rsoutch,soutchz,soukktch,fvkeqj,wizark
837,0,SCHIND,schind,cshind,shcind,schidn,scnihd,snhicd,scind,schin,scnd,csihdn,indsch,sch,hcsdni,isncdh,sdnihc,ochind,scoind,schinw,shrind,scjtnd,schfind,schqbind,sgbxad,eschind,schindv,schxxind,xvmjwk,eagort
838,0,SUIVER,suiver,usiver,siuver,suivre,sviuer,seivur,suier,suive,suer,usvire,versui,sui,iusrev,vseuri,sreviu,puiver,suxver,suivep,sumier,sudqer,suibver,suigdver,sfpmnr,qsuiver,suiverb,suihhver,pvchnk,klatch
839,0,SPRINY,spriny,psriny,sprniy,spriyn,sirpny,snripy,spriy,sprin,spny,psiryn,inyspr,spr,rpsyni,isnpyr,synirp,jpriny,sariny,sprinf,sreiny,spqbny,sprviny,sprqainy,sctzjy,fspriny,sprinyw,spruuiny,jafrub,quacle
840,0,SCOUGE,scouge,csouge,scogue,scoueg,suocge,sgouce,scuge,scoug,scge,csuoeg,ugesco,sco,ocsegu,usgceo,seguoc,xcouge,scohge,scougm,schoge,scakge,scoiuge,scoxyuge,sdvqle,zscouge,scougey,scokkuge,gjbnwk,dabrin
841,0,NERAWL,nerawl,enrawl,nearwl,neralw,newarl,nwrael,nerwl,neraw,newl,enarlw,awlner,ner,renlwa,anwelr,nlware,terawl,nefawl,nerawp,nezrwl,nehkwl,nerbawl,nergsawl,nsfgjl,inerawl,nerawls,nerffawl,lgwsje,symbid
842,0,SPLINO,splino,pslino,splnio,splion,spnilo,snlipo,splio,splin,spno,psilon,inospl,ino,lpsoni,isnpol,sonilp,tplino,splijo,splinr,splxio,sptwno,spljino,splurino,suyaho,asplino,splinoy,splffino,svwmod,waturd
843,0,SPLICT,splict,pslict,splcit,splitc,silpct,sclipt,slict,splic,spct,psiltc,ictspl,ict,lpstci,iscptl,stcilp,gplict,spliwt,splicb,splfit,spmjct,splfict,splugict,suyfrt,wsplict,splictr,splhhict,tmaqxj,ravoke
844,0,SPROLY,sproly,psroly,srpoly,sproyl,splory,slropy,sprly,sprol,sply,psoryl,olyspr,spr,rpsylo,oslpyr,sylorp,aproly,sprqly,sprolb,spodly,spauly,sprvoly,sprqwoly,sghcuy,wsproly,sprolye,sprjjoly,zgchlx,knacid
845,0,SPOUCK,spouck,psouck,sopuck,spoukc,suopck,scoupk,souck,spouc,spck,psuokc,uckspo,spo,opskcu,uscpko,skcuop,epouck,spfuck,spoucj,soyuck,spxdck,spotuck,spoqfuck,smvygk,bspouck,spouckd,spozzuck,azhkej,lyribe
846,0,SQUAND,squand,qsuand,suqand,squadn,sqnaud,snuaqd,sqund,squan,sqnd,qsaudn,andsqu,squ,uqsdna,asnqdu,sdnauq,cquand,squaod,squant,squrad,sqxmnd,squhand,squvjand,sltikd,ksquand,squandy,squrrand,lavezx,breolt
847,0,SIREAK,sireak,isreak,srieak,sireka,siaerk,sareik,sieak,sirea,siak,iserka,eaksir,eak,riskae,esaikr,skaeri,tireak,sideak,sireap,srveak,sifbak,sirzeak,sirjleak,smohck,hsireak,sireakl,siruueak,gvzkjb,jumblo
848,0,SOUDAL,soudal,osudal,souadl,soudla,sduoal,saudol,sodal,souda,soal,osdula,dalsou,dal,uoslad,dsaolu,sladuo,noudal,sojdal,soudan,soujdl,sopwal,souidal,souykdal,szxjwl,isoudal,soudalb,souttdal,ohjamz,zebrit
849,0,SLURNT,slurnt,lsurnt,sulrnt,slurtn,slnrut,snurlt,slunt,slurn,slnt,lsrutn,rntslu,rnt,ulstnr,rsnltu,stnrul,hlurnt,slkrnt,slurni,sluort,sliknt,slugrnt,sluxirnt,szmyxt,wslurnt,slurntm,sluiirnt,novcgq,dweach
